Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Multiple Mirror,Robert Hansen,2491,"(American, 1924–2013)",(American),(1924),(2013),(male),1965,Lithograph,"composition (irreg.): 11 3/16 × 19 15/16"" (28.4 × 50.6 cm); sheet: 17 1/4 × 24 9/16"" (43.8 × 62.4 cm)","Gift of Kleiner, Bell & Co.",1516.1967,Print,Drawings & Prints,1969-12-04,Y,77043,https://www.moma.org/collection/works/77043,https://www.moma.org/media/W1siZiIsIjU0OTQyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5b02f7c0e9f1593d,,,,,28.4,,,50.6,,
Puzzle Chair,Juan Baixas,45185,"(Chilean, born 1942)",(Chilean),(1942),(0),(male),1975,,various,Gift of the Juan Ignacio Baixas Archive,667.2014.1-3,Architecture,Architecture & Design,2014-10-06,N,187487,,,,,,,,,,,,
War,William Gropper,2360,"(American, 1897–1977)",(American),(1897),(1977),(male),1950,Lithograph,"composition: 13 15/16 x 21 1/2"" (35.4 x 54.6cm); sheet: 19 3/4 x 25 11/16"" (50.2 x 65.3cm)",John B. Turner Fund,239.1967,Print,Drawings & Prints,1967-04-11,Y,64998,https://www.moma.org/collection/works/64998,https://www.moma.org/media/W1siZiIsIjIxNjA3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c4ed31395a53433d,,,,,35.4,,,54.6,,
"United Silk-Weaving Mills Factory Building, Krefeld, Germany (Partial framing system. Two sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1930—1935,Pencil on tracing paper paper,(56.9 x 73.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR9.79,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,486801,,,,,,,,,,,,
Untitled,Unidentified photographer,8595,,(),(0),(0),(),1966,Chromogenic print,"3 1/8 × 3 1/8"" (7.9 × 7.9 cm)",Gift of Jeffrey Fraenkel,700.2007,Photograph,Photography,2007-10-11,Y,111519,https://www.moma.org/collection/works/111519,https://www.moma.org/media/W1siZiIsIjM0OTc0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b8113ea5694afe87,,,,,7.9,,,7.9,,
Double Vegetal Gesture/Ax,Giuseppe Penone,4550,"(Italian, born 1947)",(Italian),(1947),(0),(male),1982,"Tree branch, iron, and bronze","approximately 9' 5 1/4"" x 13' 5"" x 9 3/4"" (287.6 x 409 x 24.8 cm)",Gift of Agnes Gund and purchase,266.1984.a-c,Sculpture,Painting & Sculpture,1984-10-09,Y,81252,https://www.moma.org/collection/works/81252,,,,24.8,,287.6,,,409.0,,
40 dessins de Picasso en marge du Buffon,Pablo Picasso,4609,"(Spanish, 1881–1973)",(Spanish),(1881),(1973),(male),"(Paris), Berggruen, 1957.  (Print executed 1954-1957).",Illustrated book with collotype reproductions of drawings and one supplementary linoleum cut,"sl. irreg. composition  6 5/16 x 7 15/16"" (16 x 20.2 cm)
page  14 9/16 x 11"" (37 x 28 cm)
Print (Sheet):  14 9/16 x 11"" (37.0 x 28.0 cm)",The Louis E. Stern Collection,1017.1964.2,Illustrated Book,Drawings & Prints,1964-10-06,N,134513,,,,,,,16.0,,,20.2,,
"Untitled 01 from ""Constructed Realities""",Abraham Oghobase,134873,"(Nigerian, born 1979)",(Nigerian),(1979),(0),(male),2019–22,Printed silk chiffon layered on inkjet print,"Overall 25 1/2 × 21 1/2"" (64.8 × 54.6 cm)
",Abraham O. Oghobase,160.2023.1,Photograph,Photography,2023-05-24,Y,435588,https://www.moma.org/collection/works/435588,https://www.moma.org/media/W1siZiIsIjU3MDA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2f947b2d06d365d4,,,,,64.7701295403,,,54.6101092202,,
White House,Lida Abdul,34782,"(Afghan, born 1973)",(Afghan),(1973),(0),(female),2005,"16mm film transferred to video (color, silent)",4:58 min.,Fund for the Twenty-First Century,211.2008,Installation,Media and Performance,2008-03-12,Y,117937,https://www.moma.org/collection/works/117937,https://www.moma.org/media/W1siZiIsIjE1NzE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=18b99bd00f52b242,,,,,,,,,,298.0
"Parc Delessert, 32 Quai de Passy",Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1914,Albumen silver print,"Approx. 6 1/2 × 8 1/2"" (16.5 × 21.6 cm)","Abbott-Levy Collection. Acquired through the generosity of Shirley C. Burden, and Family of Man Fund",1.1969.4395,Photograph,Photography,1968-03-06,Y,42651,https://www.moma.org/collection/works/42651,https://www.moma.org/media/W1siZiIsIjMwMDM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46f9188f8835e915,,,,,,,,,,
"Page from Sketchbook #51, Paris",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1964,"Page from a sketchbook with pencil, ink, charcoal, gouache, ballpoint pen, and oil paint on paper","14 1/4 × 9 3/4"" (36.2 × 24.8 cm)",Gift of Jack Shear,352.2020.16,Notebook,Drawings & Prints,2020-12-09,N,441316,,,,,0.0,,36.2,,,24.8,,
Asakusa Culture Tourist Information Center (Elevation sketche),Kengo Kuma,44528,"(Japanese, born 1954)",(Japanese),(1954),(0),(male),2012,Pencil on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)",Gift of the architect,1157.2013.2,Architecture,Architecture & Design,2013-11-11,Y,180406,https://www.moma.org/collection/works/180406,https://www.moma.org/media/W1siZiIsIjI5MzE1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6c112d3db1060257,,,,,41.9100838202,,,29.8450596901,,
"Toronto-Dominion Centre, Toronto, Ontario, Canada (Partial elevation and sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1963—1969,Ink on illustration board,(76.2 x 101.6 cm.),"Mies van der Rohe Archive, gift of the architect",MR6300.14,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,469236,,,,,,,,,,,,
When Pressure Exceeds Weight VI,Richard Tuttle,5983,"(American, born 1941)",(American),(1941),(0),(male),2012,Paper elements with embossing,"composition and sheet (irreg.): 7 9/16 x 14 3/16"" (19.2 x 36 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,613.2013,Print,Drawings & Prints,2013-05-21,Y,169062,https://www.moma.org/collection/works/169062,https://www.moma.org/media/W1siZiIsIjI3NjUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0e1441931822726a,,,,,19.2,,,36.0,,
Tuttuno,"Carlo Bimbi, Internotredici Associati, Gianni Ferrara, Nilo Gioacchini","33390, 33801, 33802, 33803","(Italian, born 1944) (Italian, 1970–1983) (Italian, born 1928) (Italian, born 1946)",(Italian) (Italian) (Italian) (Italian),(1944) (1970) (1928) (1946),(0) (1983) (0) (0),(male) () (male) (male),1971,Plywood covered with plastic laminate,"51 x 84 x 84"" (129.5 x 213.4 x 213.4 cm)",Gift of Irwin T. Holtzman,868.2007,Design,Architecture & Design,2007-11-07,Y,110608,https://www.moma.org/collection/works/110608,https://www.moma.org/media/W1siZiIsIjQwMTI2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d3f030b09b8cd405,,,213.3604,,129.5403,,,213.3604,,
Headpiece (page 65) from LE CRÉPUSCULE DES NYMPHES,Pierre Bonnard,665,"(French, 1867–1947)",(French),(1867),(1947),(male),1946,,"irreg. composition  3 3/8 x 5 9/16"" (8.6 x 14.1 cm)",The Louis E. Stern Collection,699.1964.16,Illustrated Book,Drawings & Prints,1964-10-06,N,21904,,,,,,,8.6,,,14.1,,
Untitled (Fragment 4) from the series Fragments,Bridget Riley,4929,"(British, born 1931)",(British),(1931),(0),(female),1965,Screenprint on acrylic sheet,"composition: 26 15/16 x 25 15/16"" (68.4 x 65.9 cm); sheet: 28 1/16 x 27"" (71.2 x 68.6 cm)",Abby Aldrich Rockefeller Fund,177.1966,Print,Drawings & Prints,1966-02-08,Y,63726,https://www.moma.org/collection/works/63726,https://www.moma.org/media/W1siZiIsIjQ5NDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fe405ef2a529c8d5,"""MoMA, Floor 4, 410""",,,,68.4,,,65.9,,
"JANUARY (headpiece, page 19) from ALMANACH DES LETTRES ET DES ARTS",Raoul Dufy,1646,"(French, 1877–1953)",(French),(1877),(1953),(male),1917,,"irreg. composition  1 3/8 x 3 9/16"" (3.5 x 9 cm)",The Louis E. Stern Collection,812.1964.1,Illustrated Book,Drawings & Prints,1964-10-06,N,25255,,,,,,,3.5,,,9.0,,
(Untitled),Roberto Crippa,1307,"(Italian, 1921–1972)",(Italian),(1921),(1972),(male),"1966, published 1967",Lithograph,,Purchase,208.1967,Print,Drawings & Prints,1967-04-11,N,64406,,,,,,,,,,,,
Supplementary drawing (inserted before title page) from PARADISE GARDEN,Sidney Nolan,4325,"(Australian, 1917–1992)",(Australian),(1917),(1992),(male),1971,Colored crayon,"irreg. composition  9 11/16 x 7 9/16"" (24.6 x 19.2 cm)",Gift of the artist,17.1972.1,Illustrated Book,Drawings & Prints,1972-02-07,N,9246,,,,,,,24.6,,,19.2,,
"Procession Bearing Food to the Dead, Upper Egypt",Dorothea Lange,3373,"(American, 1895–1965)",(American),(1895),(1965),(female),1963,"Gelatin silver print, printed 1965","20 1/4 × 31 1/16"" (51.4 × 78.9 cm)",Purchase,571.1995,Photograph,Photography,1995-06-15,Y,55256,https://www.moma.org/collection/works/55256,https://www.moma.org/media/W1siZiIsIjQyMTEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e5e5a69857ffcdd0,,,,,51.4,,,78.9,,
Elephant World,"Boonserm Premthada, Spaceshift Studio","137387, 137798","(Thai, born 1966)",(Thai) (),(1966) (0),(0) (0),(male) (),2019,Digital photograph,,Gift of the architect,146.2024.1,Architecture,Architecture & Design,2024-05-13,Y,468887,https://www.moma.org/collection/works/468887,https://www.moma.org/media/W1siZiIsIjU2Nzk1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6edfbad928628b03,,,,,,,,,,
"Herbert Greenwald Apartment Project, Chicago, IL (Elevations, sections, plans. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1951—1953,Pencil on paper,(53.3 x 99.6 cm.),"Mies van der Rohe Archive, gift of the architect",MR5111.68,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,462979,,,,,,,,,,,,
"IIT Metallurgical and Chemical Engineering Building (Perlstein Hall), Chicago, IL (Structural detail.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1945—1946,Pencil on paper,(41.9 × 53.3 cm.),"Mies van der Rohe Archive, gift of the architect",MR4512.496,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,458552,,,,,,,,,,,,
The Three Million Case,"Vladimir Stenberg, Georgii Stenberg","5642, 6965","(Russian, 1899–1982) (Russian, 1900–1933)",(Russian) (Russian),(1899) (1900),(1982) (1933),(male) (male),1927,Lithograph,"28 1/4 x 42 3/8"" (71.5 x 107.5 cm)",Given anonymously,506.1987,Design,Architecture & Design,1987-11-18,Y,7311,https://www.moma.org/collection/works/7311,https://www.moma.org/media/W1siZiIsIjUyNzE4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e71dd605dc672a5a,,,,,71.5,,,107.5,,
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,3515,"(American, born 1947)",(American),(1947),(0),(female),1984,Pencil and watercolor on paper,"14 x 11"" (35.6 x 27.9 cm)","Gift of Constance B. Cartwright, Roger S. and Brook Berlind, Marshall S. Cogan and purchase",497.1992.29,Drawing,Drawings & Prints,1992-11-05,Y,84908,https://www.moma.org/collection/works/84908,https://www.moma.org/media/W1siZiIsIjUxMjU0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=480bedf31a32351b,,,,,35.5601,,,27.9401,,
"The Telephone Call from the Slammer, no. 1 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1999,Letterpress and lithograph,"sheet (component A): 12 × 17"" (30.5 × 43.2 cm); sheet (component B): 12 × 17"" (30.5 × 43.2 cm)",Gift of the artist,135.2000.2a-b,Print,Drawings & Prints,2000-03-02,Y,62538,https://www.moma.org/collection/works/62538,https://www.moma.org/media/W1siZiIsIjI3NDI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7473f0cb28885c61,,,,,30.4800609601,,,43.2,,
Frontispiece from PERSPECTIVES,Albert (Albert Mentzel) Flocon,1918,"(French, 1909–1946)",(French),(1909),(1946),(male),1948-1949,,"plate  7 1/8 x 4 15/16"" (18.1 x 12.5 cm)",Gift of Monroe Wheeler,281.1950.1,Illustrated Book,Drawings & Prints,1950-10-11,N,14517,,,,,,,18.1,,,12.5,,
"House IV Project, Falls Village, Connecticut (Axonometrics)",Peter Eisenman,6969,"(American, born 1932)",(American),(1932),(0),(male),1975,Ink on frosted polymer sheet,"14 x 46 3/4"" (35.6 x 118.7 cm)",Gift of The Howard Gilman Foundation,1188.2000,Architecture,Architecture & Design,2000-10-31,Y,799,https://www.moma.org/collection/works/799,https://www.moma.org/media/W1siZiIsIjUzMDA4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ef1cb737c260c7e1,,,3.8,,49.5,,,128.6,,
Dories,Ryah Ludins,3626,"(American, 1896–1957)",(American),(1896),(1957),(female),(n.d.),Lithograph,,Gift of Abby Aldrich Rockefeller,1226.1940,Print,Drawings & Prints,1940-04-05,N,76110,,,,,,,,,,,,
Language from Home Is a Foreign Place,Zarina,6549,"(American, born India. 1937–2020)",(American),(1937),(2020),(female),1999,"One from a portfolio of thirty-six woodcuts with letterpress additions, mounted on paper","composition: 8 x 6"" (20.3 x 15.2 cm); sheet: 16 x 13"" (40.7 x 33 cm)",Acquired through the generosity of Marie-Josée and Henry R. Kravis in honor of Edgar Wachenheim III,1371.2009.30,Print,Drawings & Prints,2009-11-17,Y,136041,https://www.moma.org/collection/works/136041,https://www.moma.org/media/W1siZiIsIjE3ODM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c7098aba0ce344f8,,,,,20.3200406401,,,15.2400304801,,
Stan Spohn stationery card,Alvin Lustig,10328,"(American, 1915–1955)",(American),(1915),(1955),(male),c.1935–1945,Letterpress,"2 × 3 1/2"" (5.1 × 8.9 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1238.2015.5,Design,Architecture & Design,2015-10-19,Y,204782,https://www.moma.org/collection/works/204782,,,,,,5.08001016,,,8.89001778,,
"95e régiment, Cuisine, Soldats cuisiniers, France",Unidentified photographer,8595,,(),(0),(0),(),c. 1914,Gelatin silver print,"Approx. 3 9/16 × 5 1/2"" (9 × 14 cm)",Acquired through the generosity of Jon L. Stryker and Committee on Photography Fund,472.2019.60,Photograph,Photography,2019-11-12,Y,405093,https://www.moma.org/collection/works/405093,https://www.moma.org/media/W1siZiIsIjQ4MTIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bee57f91b9db89d6,,,,,,,,,,
WGG Test from Point of View: An Anthology of the Moving Image,Paul McCarthy,7637,"(American, born 1945)",(American),(1945),(0),(male),2003,"Video (color, sound)",5:20 min.,Gift of The New Art Trust,3510.2005.6,Video,Media and Performance,2005-10-15,Y,120436,https://www.moma.org/collection/works/120436,https://www.moma.org/media/W1siZiIsIjE1MTcyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cd351fa999ed5d25,,,,,,,,,,330.0
Woman Loading a Sailboat,Aleksei Kravchenko,23811,"(Russian, 1889–1940)",(Russian),(1889),(1940),(male),1900–40,Wood engraving,,Gift of Abby Aldrich Rockefeller,352.1940,Print,Drawings & Prints,1940-04-05,N,67498,,,,,,,,,,,,
GOOD MORNING MR. LICHTENSTEIN!,Johannes Gachnang,2045,"(Swiss, 1939–2005)",(Swiss),(1939),(2005),(male),1970,"Etching, printed in black","Plate 12 11/16 x 13 1/8"" (32.2 x 33.3 cm) Sheet 20 5/16 x 26 3/4"" (51.6 x 68.0 cm)",,632.1971.13,Print,Drawings & Prints,1971-12-06,N,72195,,,,,,,32.2,,,33.2,,
Bananas from Flaubert Favorites (Edition B),Jim Dine,1547,"(American, born 1935)",(American),(1935),(0),(male),1972,One from a series of four lithographs,"composition (irreg.): 19 1/2 x 12 5/16"" (49.5 x 31.3cm)",Gift of Celeste Bartos,224.1972.3,Print,Drawings & Prints,1972-05-08,Y,64711,https://www.moma.org/collection/works/64711,https://www.moma.org/media/W1siZiIsIjI2NjYzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a47b9bb379b8938d,,,,,49.5,,,31.3,,
Body Movement Alphabet Study,Paulina Olowska,28742,"(Polish, born 1976)",(Polish),(1976),(0),(female),2007,"Cut-and-taped printed paper, printed plastic sheet, and paint on paper","sheet: 17 1/16 × 23 7/8"" (43.3 × 60.7 cm); frame: 18 5/8 × 25 3/4"" (47.3 × 65.4 cm)",Gift of the artist,428.2022.4,Collage,Drawings & Prints,2022-05-24,Y,155051,https://www.moma.org/collection/works/155051,https://www.moma.org/media/W1siZiIsIjU0MDU3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=01ed4fe44de9023a,,,,,43.3,,,60.7,,
New York,Ernst Haas,2431,"(American, born Austria. 1921–1986)",(American),(1921),(1986),(male),c. 1957,Dye transfer print,"13 7/16 × 9 1/2"" (34.1 × 24.1 cm)",Gift of Leo Pavelle,423.1959,Photograph,Photography,1959-04-22,Y,53177,https://www.moma.org/collection/works/53177,https://www.moma.org/media/W1siZiIsIjIxMzY2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b6dd1334fd18af0b,,,,,34.1,,,24.1,,
"""Wilcox Point and the devil's thumb in the distance, with rafted ice in the Foreground. "",","George P. Critcherson, John L. Dunmore, William Bradford","1310, 26529, 27315","(American, 1823–1892) (American, 1833–1897) (American, 1823–1892)",(American) (American) (American),(1823) (1833) (1823),(1892) (1897) (1892),(male) (male) (male),1869,Albumen silver print from a glass negative,"5 13/16 × 8 13/16"" (14.8 × 22.4 cm)","Transferred from The Museum of Modern Art Library, New York",466.1981.101,Photograph,Photography,1981-12-17,Y,53758,https://www.moma.org/collection/works/53758,https://www.moma.org/media/W1siZiIsIjQxODA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=853cdc7414d345b7,,,,,14.8,,,22.4,,
"Single-Person Apartment in The Dwelling of Our Time, German Building Exhibition, Berlin, Germany (Two perspectives, cooking cupboard with side cabinet)",Lilly Reich,8059,"(German, 1885–1947)",(German),(1885),(1947),(female),1931,Ink on tracing paper,"9 7/8 x 18 3/8"" (25.1 x 46.7 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R9.37,Mies van der Rohe Archive,Architecture & Design,,Y,107237,https://www.moma.org/collection/works/107237,https://www.moma.org/media/W1siZiIsIjI3MjMwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=03320392d6caf0d6,,,,,25.0825501651,,,46.6725933452,,
"Two Wounded Soldiers (Zwei Verwundete) from the portfolio Eleven Woodcuts, 1912-1919 (Elf Holzschnitte, 1912-1919)",Erich Heckel,2569,"(German, 1883–1970)",(German),(1883),(1970),(male),1914 (published 1921),Woodcut,"composition (irreg.): 16 5/8 x 10 15/16"" (42.3 x 27.8 cm); sheet: 24 3/16 x 20"" (61.4 x 50.8 cm)",Purchase,334.1950,Print,Drawings & Prints,1950-11-15,Y,67128,https://www.moma.org/collection/works/67128,https://www.moma.org/media/W1siZiIsIjEyMjUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=31fac1d0a5018dda,,,,,42.3,,,27.8,,
"Libertad Condicional, Autorretrato",Guillermo Núñez,4347,"(Chilean, 1930–2024)",(Chilean),(1930),(2024),(male),1979,"Artist's book of twenty-three screenprints, nine with cut-and-pasted paper, two with ink, and one with crayon additions all housed in a folder with screenprint on cover","page (each): 12 3/8 × 7 7/8"" (31.4 × 20 cm)",The Abby Aldrich Rockefeller Endowment for Prints,603.2016.1-23,Illustrated Book,Drawings & Prints,2016-06-08,Y,205051,https://www.moma.org/collection/works/205051,https://www.moma.org/media/W1siZiIsIjM3NjM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=314588fffca39825,,,,,31.4325628651,,,20.0025400051,,
Billy Club (for Parkett no. 73),Paul McCarthy,7637,"(American, born 1945)",(American),(1945),(0),(male),2005,"Multiple of PVC, rubber foam, and gaffers tape","Object (irreg.): 4 1/4 x 18 1/8 x 4 7/16"" (10.8 x 46 x 11.3 cm)",General Print Fund,279.2006,Multiple,Drawings & Prints,2006-03-08,N,101835,,,,,11.3,,10.8,,,46.0,,
Pictorial initial (page 88) from Les Petites Fleurs de St. François (The Little Flowers of St. Francis),Émile Bernard,511,"(French, 1868–1941)",(French),(1868),(1941),(male),1928,One from an illustrated book with 329 woodcuts,"composition (irreg.): 3 5/16 × 3 1/16"" (8.4 × 7.7 cm); page: 12 13/16 × 9 13/16"" (32.5 × 25 cm)",The Louis E. Stern Collection,677.1964.72,Illustrated Book,Drawings & Prints,1964-10-06,Y,20602,https://www.moma.org/collection/works/20602,https://www.moma.org/media/W1siZiIsIjE3OTQzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3f368e2d8676a8c7,,,,,8.4,,,7.7,,
Wrapper from Galapagos: Les Iles du bout du monde,Max Ernst,1752,"(French and American, born Germany. 1891–1976)",(French),(1891),(1976),(male),1955,"Etching from an illustrated book with ten etchings (including wrapper, one with aquatint, one inkless)","plate and sheet (unfolded): 14 7/16 × 21 7/16"" (36.7 × 54.4 cm)",The Louis E. Stern Collection,831.1964.1,Illustrated Book,Drawings & Prints,1964-10-06,Y,26021,https://www.moma.org/collection/works/26021,https://www.moma.org/media/W1siZiIsIjQwMjAyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=49c916620e3675c9,,,,,36.7,,,54.4,,
Arizona,Lee Friedlander,2002,"(American, born 1934)",(American),(1934),(0),(male),1995,Gelatin silver print,"14 15/16 × 14 3/4"" (38 × 37.5 cm)",Gift of Katy Homans and Patterson Sims,1398.2000,Photograph,Photography,2000-12-07,Y,58108,https://www.moma.org/collection/works/58108,https://www.moma.org/media/W1siZiIsIjMzNjE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9d97f44c7ded20f7,,,,,38.0,,,37.5,,
